Model,DPO4032
-3.5760e-01,-1.33353
-3.5720e-01,-1.33094
-3.5680e-01,-1.33022
-3.5640e-01,-1.32781
-3.5600e-01,-1.32787
-3.5560e-01,-1.32653
-3.5520e-01,-1.3275
-3.5480e-01,-1.32937
-3.5440e-01,-1.33203
-3.5400e-01,-1.33278
-3.5360e-01,-1.33706
-3.5320e-01,-1.33747
-3.5280e-01,-1.34078
-3.5240e-01,-1.343
-3.5200e-01,-1.34297
-3.5160e-01,-1.34337
-3.5120e-01,-1.34288
-3.5080e-01,-1.3425
-3.5040e-01,-1.34006
-3.5000e-01,-1.33737
-3.4960e-01,-1.33628
-3.4920e-01,-1.33378
-3.4880e-01,-1.33175
-3.4840e-01,-1.32906
-3.4800e-01,-1.32803
-3.4760e-01,-1.32856
-3.4720e-01,-1.32728
-3.4680e-01,-1.32806
-3.4640e-01,-1.33166
-3.4600e-01,-1.3315
-3.4560e-01,-1.33387
-3.4520e-01,-1.33544
-3.4480e-01,-1.33897
-3.4440e-01,-1.33947
-3.4400e-01,-1.34303
-3.4360e-01,-1.3435
-3.4320e-01,-1.34525
-3.4280e-01,-1.34356
-3.4240e-01,-1.34312
-3.4200e-01,-1.34022
-3.4160e-01,-1.33791
-3.4120e-01,-1.33525
-3.4080e-01,-1.33334
-3.4040e-01,-1.32934
-3.4000e-01,-1.33069
-3.3960e-01,-1.32725
-3.3920e-01,-1.32644
-3.3880e-01,-1.32669
-3.3840e-01,-1.32841
-3.3800e-01,-1.33066
-3.3760e-01,-1.33119
-3.3720e-01,-1.33506
-3.3680e-01,-1.33597
-3.3640e-01,-1.33838
-3.3600e-01,-1.34116
-3.3560e-01,-1.34278
-3.3520e-01,-1.34241
-3.3480e-01,-1.34303
-3.3440e-01,-1.34191
-3.3400e-01,-1.34037
-3.3360e-01,-1.33978
-3.3320e-01,-1.33847
-3.3280e-01,-1.33453
-3.3240e-01,-1.33294
-3.3200e-01,-1.33078
-3.3160e-01,-1.32997
-3.3120e-01,-1.32603
-3.3080e-01,-1.32694
-3.3040e-01,-1.32709
-3.3000e-01,-1.32847
-3.2960e-01,-1.32888
-3.2920e-01,-1.33275
-3.2880e-01,-1.33491
-3.2840e-01,-1.33881
-3.2800e-01,-1.33806
-3.2760e-01,-1.34116
-3.2720e-01,-1.34175
-3.2680e-01,-1.34291
-3.2640e-01,-1.34459
-3.2600e-01,-1.34069
-3.2560e-01,-1.34078
-3.2520e-01,-1.33897
-3.2480e-01,-1.33641
-3.2440e-01,-1.33431
-3.2400e-01,-1.33125
-3.2360e-01,-1.33081
-3.2320e-01,-1.33038
-3.2280e-01,-1.32734
-3.2240e-01,-1.32916
-3.2200e-01,-1.32884
-3.2160e-01,-1.32825
-3.2120e-01,-1.33106
-3.2080e-01,-1.33291
-3.2040e-01,-1.33462
-3.2000e-01,-1.33581
-3.1960e-01,-1.33912
-3.1920e-01,-1.34006
-3.1880e-01,-1.342
-3.1840e-01,-1.34256
-3.1800e-01,-1.34372
-3.1760e-01,-1.34256
-3.1720e-01,-1.34091
-3.1680e-01,-1.339
-3.1640e-01,-1.33659
-3.1600e-01,-1.33444
-3.1560e-01,-1.33156
-3.1520e-01,-1.33109
-3.1480e-01,-1.32881
-3.1440e-01,-1.32878
-3.1400e-01,-1.32816
-3.1360e-01,-1.32728
-3.1320e-01,-1.32928
-3.1280e-01,-1.3315
-3.1240e-01,-1.33272
-3.1200e-01,-1.336
-3.1160e-01,-1.33803
-3.1120e-01,-1.33897
-3.1080e-01,-1.34175
-3.1040e-01,-1.34387
-3.1000e-01,-1.34525
-3.0960e-01,-1.34325
-3.0920e-01,-1.34253
-3.0880e-01,-1.33947
-3.0840e-01,-1.33847
-3.0800e-01,-1.33572
-3.0760e-01,-1.33316
-3.0720e-01,-1.33088
-3.0680e-01,-1.33078
-3.0640e-01,-1.32856
-3.0600e-01,-1.32781
-3.0560e-01,-1.32678
-3.0520e-01,-1.32903
-3.0480e-01,-1.32888
-3.0440e-01,-1.33159
-3.0400e-01,-1.33206
-3.0360e-01,-1.33734
-3.0320e-01,-1.33891
-3.0280e-01,-1.33966
-3.0240e-01,-1.34062
-3.0200e-01,-1.34291
-3.0160e-01,-1.3435
-3.0120e-01,-1.34309
-3.0080e-01,-1.34275
-3.0040e-01,-1.34137
-3.0000e-01,-1.33828
-2.9960e-01,-1.33656
-2.9920e-01,-1.33375
-2.9880e-01,-1.32981
-2.9840e-01,-1.32866
-2.9800e-01,-1.32787
-2.9760e-01,-1.32631
-2.9720e-01,-1.32834
-2.9680e-01,-1.32791
-2.9640e-01,-1.32969
-2.9600e-01,-1.33128
-2.9560e-01,-1.33284
-2.9520e-01,-1.3375
-2.9480e-01,-1.33928
-2.9440e-01,-1.34044
-2.9400e-01,-1.34247
-2.9360e-01,-1.34281
-2.9320e-01,-1.34397
-2.9280e-01,-1.34387
-2.9240e-01,-1.34259
-2.9200e-01,-1.34262
-2.9160e-01,-1.33819
-2.9120e-01,-1.33578
-2.9080e-01,-1.33356
-2.9040e-01,-1.33159
-2.9000e-01,-1.32878
-2.8960e-01,-1.32619
-2.8920e-01,-1.32894
-2.8880e-01,-1.32809
-2.8840e-01,-1.32844
-2.8800e-01,-1.32884
-2.8760e-01,-1.33172
-2.8720e-01,-1.33503
-2.8680e-01,-1.33628
-2.8640e-01,-1.33859
-2.8600e-01,-1.34153
-2.8560e-01,-1.34206
-2.8520e-01,-1.34441
-2.8480e-01,-1.34319
-2.8440e-01,-1.34306
-2.8400e-01,-1.34144
-2.8360e-01,-1.34056
-2.8320e-01,-1.33878
-2.8280e-01,-1.33553
-2.8240e-01,-1.33356
-2.8200e-01,-1.33222
-2.8160e-01,-1.32966
-2.8120e-01,-1.327
-2.8080e-01,-1.32653
-2.8040e-01,-1.32728
-2.8000e-01,-1.32897
-2.7960e-01,-1.32987
-2.7920e-01,-1.33153
-2.7880e-01,-1.33422
-2.7840e-01,-1.33541
-2.7800e-01,-1.33891
-2.7760e-01,-1.341
-2.7720e-01,-1.34353
-2.7680e-01,-1.34238
-2.7640e-01,-1.34472
-2.7600e-01,-1.34234
-2.7560e-01,-1.34022
-2.7520e-01,-1.339
-2.7480e-01,-1.33569
-2.7440e-01,-1.33316
-2.7400e-01,-1.33275
-2.7360e-01,-1.33031
-2.7320e-01,-1.32966
-2.7280e-01,-1.32731
-2.7240e-01,-1.32784
-2.7200e-01,-1.32781
-2.7160e-01,-1.32741
-2.7120e-01,-1.33106
-2.7080e-01,-1.33366
-2.7040e-01,-1.33478
-2.7000e-01,-1.33625
-2.6960e-01,-1.33862
-2.6920e-01,-1.34128
-2.6880e-01,-1.34428
-2.6840e-01,-1.34422
-2.6800e-01,-1.34334
-2.6760e-01,-1.34306
-2.6720e-01,-1.33919
-2.6680e-01,-1.33944
-2.6640e-01,-1.33619
-2.6600e-01,-1.33266
-2.6560e-01,-1.33131
-2.6520e-01,-1.331
-2.6480e-01,-1.32869
-2.6440e-01,-1.32769
-2.6400e-01,-1.32769
-2.6360e-01,-1.32963
-2.6320e-01,-1.32869
-2.6280e-01,-1.33091
-2.6240e-01,-1.33181
-2.6200e-01,-1.33472
-2.6160e-01,-1.33728
-2.6120e-01,-1.33947
-2.6080e-01,-1.34153
-2.6040e-01,-1.34256
-2.6000e-01,-1.34216
-2.5960e-01,-1.34406
-2.5920e-01,-1.34131
-2.5880e-01,-1.34294
-2.5840e-01,-1.33859
-2.5800e-01,-1.33681
-2.5760e-01,-1.33466
-2.5720e-01,-1.33253
-2.5680e-01,-1.33147
-2.5640e-01,-1.32922
-2.5600e-01,-1.32597
-2.5560e-01,-1.32787
-2.5520e-01,-1.329
-2.5480e-01,-1.33
-2.5440e-01,-1.33194
-2.5400e-01,-1.33253
-2.5360e-01,-1.33631
-2.5320e-01,-1.33809
-2.5280e-01,-1.341
-2.5240e-01,-1.34147
-2.5200e-01,-1.34288
-2.5160e-01,-1.34441
-2.5120e-01,-1.34284
-2.5080e-01,-1.34097
-2.5040e-01,-1.33987
-2.5000e-01,-1.33784
-2.4960e-01,-1.33647
-2.4920e-01,-1.33509
-2.4880e-01,-1.33175
-2.4840e-01,-1.32859
-2.4800e-01,-1.32803
-2.4760e-01,-1.32688
-2.4720e-01,-1.32778
-2.4680e-01,-1.32925
-2.4640e-01,-1.32922
-2.4600e-01,-1.33181
-2.4560e-01,-1.33419
-2.4520e-01,-1.33541
-2.4480e-01,-1.33747
-2.4440e-01,-1.33966
-2.4400e-01,-1.34209
-2.4360e-01,-1.34163
-2.4320e-01,-1.34297
-2.4280e-01,-1.343
-2.4240e-01,-1.34219
-2.4200e-01,-1.34034
-2.4160e-01,-1.33972
-2.4120e-01,-1.3355
-2.4080e-01,-1.33341
-2.4040e-01,-1.33016
-2.4000e-01,-1.32987
-2.3960e-01,-1.32934
-2.3920e-01,-1.32872
-2.3880e-01,-1.32625
-2.3840e-01,-1.328
-2.3800e-01,-1.33078
-2.3760e-01,-1.33241
-2.3720e-01,-1.33425
-2.3680e-01,-1.33619
-2.3640e-01,-1.33809
-2.3600e-01,-1.34191
-2.3560e-01,-1.34078
-2.3520e-01,-1.34394
-2.3480e-01,-1.34453
-2.3440e-01,-1.34259
-2.3400e-01,-1.34206
-2.3360e-01,-1.34088
-2.3320e-01,-1.33766
-2.3280e-01,-1.33494
-2.3240e-01,-1.33275
-2.3200e-01,-1.33134
-2.3160e-01,-1.32934
-2.3120e-01,-1.32759
-2.3080e-01,-1.3275
-2.3040e-01,-1.32825
-2.3000e-01,-1.32956
-2.2960e-01,-1.32981
-2.2920e-01,-1.33197
-2.2880e-01,-1.33366
-2.2840e-01,-1.33697
-2.2800e-01,-1.34
-2.2760e-01,-1.34122
-2.2720e-01,-1.34094
-2.2680e-01,-1.34462
-2.2640e-01,-1.34222
-2.2600e-01,-1.34238
-2.2560e-01,-1.34075
-2.2520e-01,-1.3405
-2.2480e-01,-1.33744
-2.2440e-01,-1.33534
-2.2400e-01,-1.33191
-2.2360e-01,-1.32984
-2.2320e-01,-1.32831
-2.2280e-01,-1.32694
-2.2240e-01,-1.32769
-2.2200e-01,-1.32688
-2.2160e-01,-1.32978
-2.2120e-01,-1.33112
-2.2080e-01,-1.33206
-2.2040e-01,-1.33628
-2.2000e-01,-1.337
-2.1960e-01,-1.34
-2.1920e-01,-1.34238
-2.1880e-01,-1.34322
-2.1840e-01,-1.34309
-2.1800e-01,-1.34472
-2.1760e-01,-1.34128
-2.1720e-01,-1.34062
-2.1680e-01,-1.33959
-2.1640e-01,-1.33866
-2.1600e-01,-1.33456
-2.1560e-01,-1.33344
-2.1520e-01,-1.33066
-2.1480e-01,-1.32791
-2.1440e-01,-1.32772
-2.1400e-01,-1.32541
-2.1360e-01,-1.328
-2.1320e-01,-1.33088
-2.1280e-01,-1.32987
-2.1240e-01,-1.33406
-2.1200e-01,-1.33409
-2.1160e-01,-1.33759
-2.1120e-01,-1.33891
-2.1080e-01,-1.34175
-2.1040e-01,-1.34397
-2.1000e-01,-1.34166
-2.0960e-01,-1.34359
-2.0920e-01,-1.34416
-2.0880e-01,-1.34181
-2.0840e-01,-1.34081
-2.0800e-01,-1.33622
-2.0760e-01,-1.33488
-2.0720e-01,-1.33106
-2.0680e-01,-1.32984
-2.0640e-01,-1.32831
-2.0600e-01,-1.32937
-2.0560e-01,-1.32725
-2.0520e-01,-1.32737
-2.0480e-01,-1.32909
-2.0440e-01,-1.33156
-2.0400e-01,-1.33262
-2.0360e-01,-1.33553
-2.0320e-01,-1.33981
-2.0280e-01,-1.34069
-2.0240e-01,-1.34278
-2.0200e-01,-1.34425
-2.0160e-01,-1.34247
-2.0120e-01,-1.34369
-2.0080e-01,-1.34219
-2.0040e-01,-1.34022
-2.0000e-01,-1.33825
-1.9960e-01,-1.33644
-1.9920e-01,-1.33381
-1.9880e-01,-1.33231
-1.9840e-01,-1.32959
-1.9800e-01,-1.32903
-1.9760e-01,-1.32828
-1.9720e-01,-1.32772
-1.9680e-01,-1.32894
-1.9640e-01,-1.33097
-1.9600e-01,-1.33006
-1.9560e-01,-1.33419
-1.9520e-01,-1.33459
-1.9480e-01,-1.34091
-1.9440e-01,-1.33956
-1.9400e-01,-1.34231
-1.9360e-01,-1.34309
-1.9320e-01,-1.34428
-1.9280e-01,-1.34191
-1.9240e-01,-1.34291
-1.9200e-01,-1.33947
-1.9160e-01,-1.33806
-1.9120e-01,-1.33478
-1.9080e-01,-1.33403
-1.9040e-01,-1.33137
-1.9000e-01,-1.329
-1.8960e-01,-1.32697
-1.8920e-01,-1.32791
-1.8880e-01,-1.32812
-1.8840e-01,-1.32922
-1.8800e-01,-1.32847
-1.8760e-01,-1.33247
-1.8720e-01,-1.33397
-1.8680e-01,-1.33759
-1.8640e-01,-1.33822
-1.8600e-01,-1.34003
-1.8560e-01,-1.343
-1.8520e-01,-1.34428
-1.8480e-01,-1.34547
-1.8440e-01,-1.34319
-1.8400e-01,-1.34247
-1.8360e-01,-1.33984
-1.8320e-01,-1.34025
-1.8280e-01,-1.33434
-1.8240e-01,-1.33244
-1.8200e-01,-1.3315
-1.8160e-01,-1.32959
-1.8120e-01,-1.32753
-1.8080e-01,-1.32688
-1.8040e-01,-1.32694
-1.8000e-01,-1.32847
-1.7960e-01,-1.33059
-1.7920e-01,-1.33125
-1.7880e-01,-1.33494
-1.7840e-01,-1.33594
-1.7800e-01,-1.33869
-1.7760e-01,-1.34097
-1.7720e-01,-1.34062
-1.7680e-01,-1.34403
-1.7640e-01,-1.343
-1.7600e-01,-1.34288
-1.7560e-01,-1.34259
-1.7520e-01,-1.33987
-1.7480e-01,-1.33816
-1.7440e-01,-1.33453
-1.7400e-01,-1.33312
-1.7360e-01,-1.33081
-1.7320e-01,-1.32987
-1.7280e-01,-1.32809
-1.7240e-01,-1.32781
-1.7200e-01,-1.32928
-1.7160e-01,-1.32997
-1.7120e-01,-1.33034
-1.7080e-01,-1.33294
-1.7040e-01,-1.33369
-1.7000e-01,-1.3375
-1.6960e-01,-1.34019
-1.6920e-01,-1.34213
-1.6880e-01,-1.34303
-1.6840e-01,-1.34206
-1.6800e-01,-1.34431
-1.6760e-01,-1.34312
-1.6720e-01,-1.34116
-1.6680e-01,-1.33959
-1.6640e-01,-1.33825
-1.6600e-01,-1.33462
-1.6560e-01,-1.33359
-1.6520e-01,-1.33159
-1.6480e-01,-1.32841
-1.6440e-01,-1.32922
-1.6400e-01,-1.32837
-1.6360e-01,-1.32647
-1.6320e-01,-1.32862
-1.6280e-01,-1.33097
-1.6240e-01,-1.33288
-1.6200e-01,-1.33559
-1.6160e-01,-1.33772
-1.6120e-01,-1.33975
-1.6080e-01,-1.34184
-1.6040e-01,-1.34262
-1.6000e-01,-1.34262
-1.5960e-01,-1.344
-1.5920e-01,-1.34194
-1.5880e-01,-1.34094
-1.5840e-01,-1.33925
-1.5800e-01,-1.33681
-1.5760e-01,-1.33413
-1.5720e-01,-1.33219
-1.5680e-01,-1.33031
-1.5640e-01,-1.32803
-1.5600e-01,-1.32778
-1.5560e-01,-1.32653
-1.5520e-01,-1.32803
-1.5480e-01,-1.32875
-1.5440e-01,-1.33159
-1.5400e-01,-1.33428
-1.5360e-01,-1.33616
-1.5320e-01,-1.33947
-1.5280e-01,-1.33984
-1.5240e-01,-1.33975
-1.5200e-01,-1.34297
-1.5160e-01,-1.34337
-1.5120e-01,-1.34541
-1.5080e-01,-1.34259
-1.5040e-01,-1.34106
-1.5000e-01,-1.3395
-1.4960e-01,-1.33587
-1.4920e-01,-1.33488
-1.4880e-01,-1.33194
-1.4840e-01,-1.32684
-1.4800e-01,-1.328
-1.4760e-01,-1.32684
-1.4720e-01,-1.32872
-1.4680e-01,-1.32772
-1.4640e-01,-1.32934
-1.4600e-01,-1.33169
-1.4560e-01,-1.33403
-1.4520e-01,-1.33462
-1.4480e-01,-1.33712
-1.4440e-01,-1.34088
-1.4400e-01,-1.34281
-1.4360e-01,-1.34284
-1.4320e-01,-1.34156
-1.4280e-01,-1.34322
-1.4240e-01,-1.34197
-1.4200e-01,-1.33903
-1.4160e-01,-1.33959
-1.4120e-01,-1.33569
-1.4080e-01,-1.33384
-1.4040e-01,-1.33184
-1.4000e-01,-1.32994
-1.3960e-01,-1.32859
-1.3920e-01,-1.3275
-1.3880e-01,-1.32794
-1.3840e-01,-1.33025
-1.3800e-01,-1.32894
-1.3760e-01,-1.33222
-1.3720e-01,-1.33516
-1.3680e-01,-1.33781
-1.3640e-01,-1.33891
-1.3600e-01,-1.33975
-1.3560e-01,-1.34247
-1.3520e-01,-1.34356
-1.3480e-01,-1.34325
-1.3440e-01,-1.34375
-1.3400e-01,-1.34075
-1.3360e-01,-1.34169
-1.3320e-01,-1.33841
-1.3280e-01,-1.33559
-1.3240e-01,-1.33359
-1.3200e-01,-1.33069
-1.3160e-01,-1.33112
-1.3120e-01,-1.32981
-1.3080e-01,-1.32809
-1.3040e-01,-1.32966
-1.3000e-01,-1.3285
-1.2960e-01,-1.33128
-1.2920e-01,-1.33331
-1.2880e-01,-1.33366
-1.2840e-01,-1.33659
-1.2800e-01,-1.33916
-1.2760e-01,-1.34009
-1.2720e-01,-1.34222
-1.2680e-01,-1.34381
-1.2640e-01,-1.343
-1.2600e-01,-1.34238
-1.2560e-01,-1.34144
-1.2520e-01,-1.34025
-1.2480e-01,-1.33725
-1.2440e-01,-1.33403
-1.2400e-01,-1.33237
-1.2360e-01,-1.33194
-1.2320e-01,-1.32897
-1.2280e-01,-1.32787
-1.2240e-01,-1.32856
-1.2200e-01,-1.32803
-1.2160e-01,-1.32931
-1.2120e-01,-1.32975
-1.2080e-01,-1.33266
-1.2040e-01,-1.33441
-1.2000e-01,-1.33537
-1.1960e-01,-1.33806
-1.1920e-01,-1.3425
-1.1880e-01,-1.34341
-1.1840e-01,-1.34213
-1.1800e-01,-1.34341
-1.1760e-01,-1.34334
-1.1720e-01,-1.34097
-1.1680e-01,-1.33984
-1.1640e-01,-1.33791
-1.1600e-01,-1.33428
-1.1560e-01,-1.33278
-1.1520e-01,-1.33125
-1.1480e-01,-1.32794
-1.1440e-01,-1.32937
-1.1400e-01,-1.32706
-1.1360e-01,-1.32706
-1.1320e-01,-1.33069
-1.1280e-01,-1.33025
-1.1240e-01,-1.333
-1.1200e-01,-1.33484
-1.1160e-01,-1.33794
-1.1120e-01,-1.33922
-1.1080e-01,-1.34088
-1.1040e-01,-1.34297
-1.1000e-01,-1.34269
-1.0960e-01,-1.34281
-1.0920e-01,-1.34231
-1.0880e-01,-1.34019
-1.0840e-01,-1.33966
-1.0800e-01,-1.33775
-1.0760e-01,-1.33462
-1.0720e-01,-1.33278
-1.0680e-01,-1.32994
-1.0640e-01,-1.32919
-1.0600e-01,-1.32928
-1.0560e-01,-1.32888
-1.0520e-01,-1.32681
-1.0480e-01,-1.32862
-1.0440e-01,-1.33
-1.0400e-01,-1.33237
-1.0360e-01,-1.3345
-1.0320e-01,-1.33809
-1.0280e-01,-1.34078
-1.0240e-01,-1.34175
-1.0200e-01,-1.34409
-1.0160e-01,-1.34253
-1.0120e-01,-1.34331
-1.0080e-01,-1.34316
-1.0040e-01,-1.34072
-1.0000e-01,-1.33828
-9.9600e-02,-1.33756
-9.9200e-02,-1.3345
-9.8800e-02,-1.33213
-9.8400e-02,-1.33025
-9.8000e-02,-1.32787
-9.7600e-02,-1.32844
-9.7200e-02,-1.329
-9.6800e-02,-1.32919
-9.6400e-02,-1.32937
-9.6000e-02,-1.33112
-9.5600e-02,-1.33363
-9.5200e-02,-1.33584
-9.4800e-02,-1.33891
-9.4400e-02,-1.34094
-9.4000e-02,-1.34022
-9.3600e-02,-1.34281
-9.3200e-02,-1.34353
-9.2800e-02,-1.34228
-9.2400e-02,-1.34306
-9.2000e-02,-1.33931
-9.1600e-02,-1.33688
-9.1200e-02,-1.33684
-9.0800e-02,-1.33459
-9.0400e-02,-1.33316
-9.0000e-02,-1.33003
-8.9600e-02,-1.32822
-8.9200e-02,-1.32781
-8.8800e-02,-1.32816
-8.8400e-02,-1.32812
-8.8000e-02,-1.32912
-8.7600e-02,-1.33116
-8.7200e-02,-1.33456
-8.6800e-02,-1.33675
-8.6400e-02,-1.33775
-8.6000e-02,-1.33944
-8.5600e-02,-1.34075
-8.5200e-02,-1.34241
-8.4800e-02,-1.34269
-8.4400e-02,-1.34391
-8.4000e-02,-1.34147
-8.3600e-02,-1.34187
-8.3200e-02,-1.33787
-8.2800e-02,-1.3355
-8.2400e-02,-1.33272
-8.2000e-02,-1.33025
-8.1600e-02,-1.33044
-8.1200e-02,-1.32878
-8.0800e-02,-1.32812
-8.0400e-02,-1.32766
-8.0000e-02,-1.32956
-7.9600e-02,-1.33031
-7.9200e-02,-1.3315
-7.8800e-02,-1.33397
-7.8400e-02,-1.33594
-7.8000e-02,-1.33784
-7.7600e-02,-1.33994
-7.7200e-02,-1.34191
-7.6800e-02,-1.34297
-7.6400e-02,-1.34316
-7.6000e-02,-1.34247
-7.5600e-02,-1.34259
-7.5200e-02,-1.34006
-7.4800e-02,-1.33806
-7.4400e-02,-1.33634
-7.4000e-02,-1.33234
-7.3600e-02,-1.33088
-7.3200e-02,-1.32953
-7.2800e-02,-1.32825
-7.2400e-02,-1.32741
-7.2000e-02,-1.32888
-7.1600e-02,-1.32916
-7.1200e-02,-1.33097
-7.0800e-02,-1.33003
-7.0400e-02,-1.33387
-7.0000e-02,-1.33803
-6.9600e-02,-1.33959
-6.9200e-02,-1.34019
-6.8800e-02,-1.34178
-6.8400e-02,-1.34369
-6.8000e-02,-1.34353
-6.7600e-02,-1.34316
-6.7200e-02,-1.34156
-6.6800e-02,-1.33922
-6.6400e-02,-1.33813
-6.6000e-02,-1.33503
-6.5600e-02,-1.33241
-6.5200e-02,-1.33066
-6.4800e-02,-1.33006
-6.4400e-02,-1.329
-6.4000e-02,-1.32731
-6.3600e-02,-1.329
-6.3200e-02,-1.32934
-6.2800e-02,-1.33044
-6.2400e-02,-1.33275
-6.2000e-02,-1.33622
-6.1600e-02,-1.336
-6.1200e-02,-1.34062
-6.0800e-02,-1.34153
-6.0400e-02,-1.34272
-6.0000e-02,-1.34256
-5.9600e-02,-1.34269
-5.9200e-02,-1.34409
-5.8800e-02,-1.34172
-5.8400e-02,-1.34069
-5.8000e-02,-1.33641
-5.7600e-02,-1.33462
-5.7200e-02,-1.33172
-5.6800e-02,-1.33003
-5.6400e-02,-1.32722
-5.6000e-02,-1.32659
-5.5600e-02,-1.32766
-5.5200e-02,-1.32906
-5.4800e-02,-1.33066
-5.4400e-02,-1.33084
-5.4000e-02,-1.33259
-5.3600e-02,-1.33656
-5.3200e-02,-1.33694
-5.2800e-02,-1.3385
-5.2400e-02,-1.34169
-5.2000e-02,-1.34238
-5.1600e-02,-1.34225
-5.1200e-02,-1.34319
-5.0800e-02,-1.34244
-5.0400e-02,-1.34203
-5.0000e-02,-1.33856
-4.9600e-02,-1.338
-4.9200e-02,-1.33406
-4.8800e-02,-1.33178
-4.8400e-02,-1.33119
-4.8000e-02,-1.32875
-4.7600e-02,-1.32706
-4.7200e-02,-1.32853
-4.6800e-02,-1.32706
-4.6400e-02,-1.32963
-4.6000e-02,-1.33112
-4.5600e-02,-1.33413
-4.5200e-02,-1.33462
-4.4800e-02,-1.33744
-4.4400e-02,-1.33906
-4.4000e-02,-1.34147
-4.3600e-02,-1.3445
-4.3200e-02,-1.34456
-4.2800e-02,-1.34372
-4.2400e-02,-1.34206
-4.2000e-02,-1.34238
-4.1600e-02,-1.33975
-4.1200e-02,-1.336
-4.0800e-02,-1.33297
-4.0400e-02,-1.33266
-4.0000e-02,-1.33034
-3.9600e-02,-1.32837
-3.9200e-02,-1.32728
-3.8800e-02,-1.32775
-3.8400e-02,-1.32875
-3.8000e-02,-1.32812
-3.7600e-02,-1.33203
-3.7200e-02,-1.33366
-3.6800e-02,-1.3345
-3.6400e-02,-1.33644
-3.6000e-02,-1.34184
-3.5600e-02,-1.34112
-3.5200e-02,-1.34288
-3.4800e-02,-1.34341
-3.4400e-02,-1.34422
-3.4000e-02,-1.34366
-3.3600e-02,-1.34225
-3.3200e-02,-1.3395
-3.2800e-02,-1.33747
-3.2400e-02,-1.33328
-3.2000e-02,-1.33206
-3.1600e-02,-1.32959
-3.1200e-02,-1.32834
-3.0800e-02,-1.32775
-3.0400e-02,-1.32847
