Model,DPO4032
5.3760e-01,-1.31569
5.3800e-01,-1.31644
5.3840e-01,-1.32059
5.3880e-01,-1.32381
5.3920e-01,-1.32397
5.3960e-01,-1.325
5.4000e-01,-1.32688
5.4040e-01,-1.32928
5.4080e-01,-1.32816
5.4120e-01,-1.32656
5.4160e-01,-1.3245
5.4200e-01,-1.32297
5.4240e-01,-1.32112
5.4280e-01,-1.31872
5.4320e-01,-1.31644
5.4360e-01,-1.31391
5.4400e-01,-1.31297
5.4440e-01,-1.31288
5.4480e-01,-1.31325
5.4520e-01,-1.31428
5.4560e-01,-1.31363
5.4600e-01,-1.31637
5.4640e-01,-1.31797
5.4680e-01,-1.32184
5.4720e-01,-1.32347
5.4760e-01,-1.32469
5.4800e-01,-1.32666
5.4840e-01,-1.32906
5.4880e-01,-1.32753
5.4920e-01,-1.32669
5.4960e-01,-1.32531
5.5000e-01,-1.32625
5.5040e-01,-1.32156
5.5080e-01,-1.32312
5.5120e-01,-1.32016
5.5160e-01,-1.31625
5.5200e-01,-1.31481
5.5240e-01,-1.31328
5.5280e-01,-1.31234
5.5320e-01,-1.31228
5.5360e-01,-1.31303
5.5400e-01,-1.31494
5.5440e-01,-1.31506
5.5480e-01,-1.31797
5.5520e-01,-1.32194
5.5560e-01,-1.32284
5.5600e-01,-1.32453
5.5640e-01,-1.32741
5.5680e-01,-1.32803
5.5720e-01,-1.32712
5.5760e-01,-1.32812
5.5800e-01,-1.3275
5.5840e-01,-1.324
5.5880e-01,-1.32316
5.5920e-01,-1.32187
5.5960e-01,-1.31919
5.6000e-01,-1.31531
5.6040e-01,-1.31409
5.6080e-01,-1.31356
5.6120e-01,-1.31275
5.6160e-01,-1.31416
5.6200e-01,-1.31378
5.6240e-01,-1.31637
5.6280e-01,-1.31747
5.6320e-01,-1.3195
5.6360e-01,-1.32134
5.6400e-01,-1.32462
5.6440e-01,-1.32528
5.6480e-01,-1.32609
5.6520e-01,-1.32837
5.6560e-01,-1.32916
5.6600e-01,-1.329
5.6640e-01,-1.32756
5.6680e-01,-1.32587
5.6720e-01,-1.32403
5.6760e-01,-1.32028
5.6800e-01,-1.31888
5.6840e-01,-1.31366
5.6880e-01,-1.31453
5.6920e-01,-1.31325
5.6960e-01,-1.31347
5.7000e-01,-1.31369
5.7040e-01,-1.31359
5.7080e-01,-1.31706
5.7120e-01,-1.3165
5.7160e-01,-1.31897
5.7200e-01,-1.32291
5.7240e-01,-1.32469
5.7280e-01,-1.32609
5.7320e-01,-1.32791
5.7360e-01,-1.32781
5.7400e-01,-1.32891
5.7440e-01,-1.32737
5.7480e-01,-1.3275
5.7520e-01,-1.32653
5.7560e-01,-1.3235
5.7600e-01,-1.32037
5.7640e-01,-1.31859
5.7680e-01,-1.31716
5.7720e-01,-1.31366
5.7760e-01,-1.31409
5.7800e-01,-1.31453
5.7840e-01,-1.31406
5.7880e-01,-1.31422
5.7920e-01,-1.31625
5.7960e-01,-1.31791
5.8000e-01,-1.3205
5.8040e-01,-1.32216
5.8080e-01,-1.32453
5.8120e-01,-1.32612
5.8160e-01,-1.32869
5.8200e-01,-1.32844
5.8240e-01,-1.32903
5.8280e-01,-1.32706
5.8320e-01,-1.32603
5.8360e-01,-1.32569
5.8400e-01,-1.32328
5.8440e-01,-1.32075
5.8480e-01,-1.31725
5.8520e-01,-1.31659
5.8560e-01,-1.31375
5.8600e-01,-1.31331
5.8640e-01,-1.31441
5.8680e-01,-1.31406
5.8720e-01,-1.31569
5.8760e-01,-1.31722
5.8800e-01,-1.31906
5.8840e-01,-1.32094
5.8880e-01,-1.32353
5.8920e-01,-1.32572
5.8960e-01,-1.32709
5.9000e-01,-1.32841
5.9040e-01,-1.32947
5.9080e-01,-1.32875
5.9120e-01,-1.3285
5.9160e-01,-1.32597
5.9200e-01,-1.32497
5.9240e-01,-1.32234
5.9280e-01,-1.31816
5.9320e-01,-1.31756
5.9360e-01,-1.31612
5.9400e-01,-1.31534
5.9440e-01,-1.31441
5.9480e-01,-1.31359
5.9520e-01,-1.31387
5.9560e-01,-1.31597
5.9600e-01,-1.31728
5.9640e-01,-1.31941
5.9680e-01,-1.32228
5.9720e-01,-1.32556
5.9760e-01,-1.32575
5.9800e-01,-1.32884
5.9840e-01,-1.3295
5.9880e-01,-1.32878
5.9920e-01,-1.328
5.9960e-01,-1.32872
6.0000e-01,-1.32691
6.0040e-01,-1.32441
6.0080e-01,-1.32334
6.0120e-01,-1.32106
6.0160e-01,-1.31791
6.0200e-01,-1.31694
6.0240e-01,-1.31534
6.0280e-01,-1.31494
6.0320e-01,-1.31453
6.0360e-01,-1.31559
6.0400e-01,-1.3165
6.0440e-01,-1.31847
6.0480e-01,-1.32009
6.0520e-01,-1.3225
6.0560e-01,-1.32369
6.0600e-01,-1.32763
6.0640e-01,-1.32916
6.0680e-01,-1.32741
6.0720e-01,-1.32919
6.0760e-01,-1.33006
6.0800e-01,-1.32888
6.0840e-01,-1.32609
6.0880e-01,-1.32381
6.0920e-01,-1.32266
6.0960e-01,-1.32028
6.1000e-01,-1.31706
6.1040e-01,-1.31619
6.1080e-01,-1.31469
6.1120e-01,-1.31506
6.1160e-01,-1.31384
6.1200e-01,-1.31594
6.1240e-01,-1.31778
6.1280e-01,-1.31897
6.1320e-01,-1.32084
6.1360e-01,-1.32447
6.1400e-01,-1.32494
6.1440e-01,-1.32753
6.1480e-01,-1.33041
6.1520e-01,-1.32928
6.1560e-01,-1.32984
6.1600e-01,-1.33072
6.1640e-01,-1.32897
6.1680e-01,-1.327
6.1720e-01,-1.32434
6.1760e-01,-1.32278
6.1800e-01,-1.32041
6.1840e-01,-1.31875
6.1880e-01,-1.31606
6.1920e-01,-1.31625
6.1960e-01,-1.31472
6.2000e-01,-1.31541
6.2040e-01,-1.31397
6.2080e-01,-1.31606
6.2120e-01,-1.31725
6.2160e-01,-1.31997
6.2200e-01,-1.32353
6.2240e-01,-1.32581
6.2280e-01,-1.32741
6.2320e-01,-1.32928
6.2360e-01,-1.32928
6.2400e-01,-1.33088
6.2440e-01,-1.32978
6.2480e-01,-1.32634
6.2520e-01,-1.32697
6.2560e-01,-1.325
6.2600e-01,-1.32112
6.2640e-01,-1.32056
6.2680e-01,-1.31759
6.2720e-01,-1.31491
6.2760e-01,-1.31406
6.2800e-01,-1.315
6.2840e-01,-1.31419
6.2880e-01,-1.31669
6.2920e-01,-1.31831
6.2960e-01,-1.31966
6.3000e-01,-1.32222
6.3040e-01,-1.32403
6.3080e-01,-1.32806
6.3120e-01,-1.33003
6.3160e-01,-1.33047
6.3200e-01,-1.33006
6.3240e-01,-1.33016
6.3280e-01,-1.32912
6.3320e-01,-1.32794
6.3360e-01,-1.32797
6.3400e-01,-1.32416
6.3440e-01,-1.32059
6.3480e-01,-1.31959
6.3520e-01,-1.31888
6.3560e-01,-1.31606
6.3600e-01,-1.31631
6.3640e-01,-1.31475
6.3680e-01,-1.31447
6.3720e-01,-1.31653
6.3760e-01,-1.31678
6.3800e-01,-1.32
6.3840e-01,-1.32297
6.3880e-01,-1.32556
6.3920e-01,-1.32853
6.3960e-01,-1.32922
6.4000e-01,-1.33006
6.4040e-01,-1.33137
6.4080e-01,-1.32956
6.4120e-01,-1.33013
6.4160e-01,-1.32844
6.4200e-01,-1.32728
6.4240e-01,-1.32631
6.4280e-01,-1.32275
6.4320e-01,-1.31956
6.4360e-01,-1.31681
6.4400e-01,-1.31712
6.4440e-01,-1.31459
6.4480e-01,-1.3155
6.4520e-01,-1.317
6.4560e-01,-1.31669
6.4600e-01,-1.319
6.4640e-01,-1.31934
6.4680e-01,-1.32288
6.4720e-01,-1.32528
6.4760e-01,-1.32719
6.4800e-01,-1.32981
6.4840e-01,-1.32875
6.4880e-01,-1.33084
6.4920e-01,-1.33003
6.4960e-01,-1.32937
6.5000e-01,-1.32781
6.5040e-01,-1.32662
6.5080e-01,-1.32528
6.5120e-01,-1.32166
6.5160e-01,-1.32078
6.5200e-01,-1.31747
6.5240e-01,-1.31825
6.5280e-01,-1.31653
6.5320e-01,-1.31656
6.5360e-01,-1.31806
6.5400e-01,-1.31775
6.5440e-01,-1.31903
6.5480e-01,-1.32112
6.5520e-01,-1.32222
6.5560e-01,-1.32716
6.5600e-01,-1.32806
6.5640e-01,-1.33038
6.5680e-01,-1.32997
6.5720e-01,-1.33197
6.5760e-01,-1.32981
6.5800e-01,-1.32981
6.5840e-01,-1.32841
6.5880e-01,-1.32625
6.5920e-01,-1.32431
6.5960e-01,-1.31991
6.6000e-01,-1.319
6.6040e-01,-1.31656
6.6080e-01,-1.31806
6.6120e-01,-1.31634
6.6160e-01,-1.31606
6.6200e-01,-1.31712
6.6240e-01,-1.31744
6.6280e-01,-1.31975
6.6320e-01,-1.32244
6.6360e-01,-1.32403
6.6400e-01,-1.32572
6.6440e-01,-1.32869
6.6480e-01,-1.32875
6.6520e-01,-1.32931
6.6560e-01,-1.33078
6.6600e-01,-1.33175
6.6640e-01,-1.32978
6.6680e-01,-1.32897
6.6720e-01,-1.32594
6.6760e-01,-1.32419
6.6800e-01,-1.32037
6.6840e-01,-1.31934
6.6880e-01,-1.31747
6.6920e-01,-1.31547
6.6960e-01,-1.31803
6.7000e-01,-1.31622
6.7040e-01,-1.31741
6.7080e-01,-1.31972
6.7120e-01,-1.31956
6.7160e-01,-1.32259
6.7200e-01,-1.32334
6.7240e-01,-1.32728
6.7280e-01,-1.328
6.7320e-01,-1.32997
6.7360e-01,-1.33156
6.7400e-01,-1.33219
6.7440e-01,-1.33047
6.7480e-01,-1.32975
6.7520e-01,-1.32662
6.7560e-01,-1.32619
6.7600e-01,-1.32256
6.7640e-01,-1.32075
6.7680e-01,-1.31844
6.7720e-01,-1.31537
6.7760e-01,-1.31728
6.7800e-01,-1.31572
6.7840e-01,-1.31597
6.7880e-01,-1.31916
6.7920e-01,-1.31875
6.7960e-01,-1.32044
6.8000e-01,-1.3225
6.8040e-01,-1.32553
6.8080e-01,-1.32706
6.8120e-01,-1.32919
6.8160e-01,-1.33106
6.8200e-01,-1.33181
6.8240e-01,-1.33178
6.8280e-01,-1.32969
6.8320e-01,-1.33078
6.8360e-01,-1.3285
6.8400e-01,-1.32656
6.8440e-01,-1.32391
6.8480e-01,-1.32091
6.8520e-01,-1.31956
6.8560e-01,-1.31625
6.8600e-01,-1.31694
6.8640e-01,-1.31697
6.8680e-01,-1.31678
6.8720e-01,-1.31747
6.8760e-01,-1.31966
6.8800e-01,-1.32181
6.8840e-01,-1.32387
6.8880e-01,-1.32638
6.8920e-01,-1.32809
6.8960e-01,-1.33038
6.9000e-01,-1.33237
6.9040e-01,-1.33091
6.9080e-01,-1.331
6.9120e-01,-1.33131
6.9160e-01,-1.32862
6.9200e-01,-1.32737
6.9240e-01,-1.325
6.9280e-01,-1.32278
6.9320e-01,-1.32131
6.9360e-01,-1.31922
6.9400e-01,-1.31712
6.9440e-01,-1.318
6.9480e-01,-1.31575
6.9520e-01,-1.31587
6.9560e-01,-1.31872
6.9600e-01,-1.31878
6.9640e-01,-1.32253
6.9680e-01,-1.32363
6.9720e-01,-1.32566
6.9760e-01,-1.32772
6.9800e-01,-1.33075
6.9840e-01,-1.32978
6.9880e-01,-1.33169
6.9920e-01,-1.33147
6.9960e-01,-1.33228
7.0000e-01,-1.33028
7.0040e-01,-1.32747
7.0080e-01,-1.32497
7.0120e-01,-1.322
7.0160e-01,-1.3215
7.0200e-01,-1.31766
7.0240e-01,-1.31862
7.0280e-01,-1.31662
7.0320e-01,-1.31656
7.0360e-01,-1.31725
7.0400e-01,-1.31975
7.0440e-01,-1.32119
7.0480e-01,-1.32116
7.0520e-01,-1.32481
7.0560e-01,-1.3265
7.0600e-01,-1.32862
7.0640e-01,-1.32853
7.0680e-01,-1.33262
7.0720e-01,-1.33069
7.0760e-01,-1.33288
7.0800e-01,-1.33069
7.0840e-01,-1.32981
7.0880e-01,-1.32669
7.0920e-01,-1.32488
7.0960e-01,-1.32422
7.1000e-01,-1.32012
7.1040e-01,-1.31875
7.1080e-01,-1.31553
7.1120e-01,-1.31728
7.1160e-01,-1.31634
7.1200e-01,-1.31828
7.1240e-01,-1.31888
7.1280e-01,-1.31953
7.1320e-01,-1.324
7.1360e-01,-1.32481
7.1400e-01,-1.32931
7.1440e-01,-1.3295
7.1480e-01,-1.33172
7.1520e-01,-1.331
7.1560e-01,-1.33291
7.1600e-01,-1.33234
7.1640e-01,-1.33119
7.1680e-01,-1.32891
7.1720e-01,-1.32688
7.1760e-01,-1.32544
7.1800e-01,-1.32212
7.1840e-01,-1.32172
7.1880e-01,-1.3185
7.1920e-01,-1.31869
7.1960e-01,-1.31906
7.2000e-01,-1.31844
7.2040e-01,-1.31888
7.2080e-01,-1.31922
7.2120e-01,-1.32047
7.2160e-01,-1.32328
7.2200e-01,-1.32419
7.2240e-01,-1.32809
7.2280e-01,-1.32953
7.2320e-01,-1.3315
7.2360e-01,-1.33184
7.2400e-01,-1.33375
7.2440e-01,-1.33106
7.2480e-01,-1.33153
7.2520e-01,-1.33056
7.2560e-01,-1.32791
7.2600e-01,-1.32478
7.2640e-01,-1.32206
7.2680e-01,-1.32059
7.2720e-01,-1.31909
7.2760e-01,-1.31787
7.2800e-01,-1.31797
7.2840e-01,-1.31769
7.2880e-01,-1.31822
7.2920e-01,-1.31903
7.2960e-01,-1.32378
7.3000e-01,-1.32481
7.3040e-01,-1.32734
7.3080e-01,-1.32972
7.3120e-01,-1.33075
7.3160e-01,-1.33222
7.3200e-01,-1.33366
7.3240e-01,-1.33288
7.3280e-01,-1.33231
7.3320e-01,-1.33119
7.3360e-01,-1.32975
7.3400e-01,-1.3275
7.3440e-01,-1.32459
7.3480e-01,-1.32291
7.3520e-01,-1.31941
7.3560e-01,-1.31794
7.3600e-01,-1.31888
7.3640e-01,-1.31662
7.3680e-01,-1.317
7.3720e-01,-1.319
7.3760e-01,-1.32062
7.3800e-01,-1.32241
7.3840e-01,-1.32506
7.3880e-01,-1.32875
7.3920e-01,-1.33069
7.3960e-01,-1.33128
7.4000e-01,-1.33144
7.4040e-01,-1.33303
7.4080e-01,-1.33213
7.4120e-01,-1.33325
7.4160e-01,-1.33272
7.4200e-01,-1.32919
7.4240e-01,-1.32844
7.4280e-01,-1.32631
7.4320e-01,-1.32259
7.4360e-01,-1.32119
7.4400e-01,-1.31969
7.4440e-01,-1.31812
7.4480e-01,-1.31694
7.4520e-01,-1.31906
7.4560e-01,-1.31853
7.4600e-01,-1.32047
7.4640e-01,-1.32306
7.4680e-01,-1.32534
7.4720e-01,-1.3275
7.4760e-01,-1.33059
7.4800e-01,-1.33197
7.4840e-01,-1.33191
7.4880e-01,-1.33353
7.4920e-01,-1.33303
7.4960e-01,-1.3335
7.5000e-01,-1.32994
7.5040e-01,-1.32966
7.5080e-01,-1.32544
7.5120e-01,-1.32444
7.5160e-01,-1.32125
7.5200e-01,-1.32025
7.5240e-01,-1.31953
7.5280e-01,-1.31753
7.5320e-01,-1.3175
7.5360e-01,-1.31681
7.5400e-01,-1.31878
7.5440e-01,-1.32044
7.5480e-01,-1.32337
7.5520e-01,-1.32534
7.5560e-01,-1.32944
7.5600e-01,-1.3305
7.5640e-01,-1.33147
7.5680e-01,-1.33184
7.5720e-01,-1.33334
7.5760e-01,-1.33269
7.5800e-01,-1.3335
7.5840e-01,-1.33081
7.5880e-01,-1.32925
7.5920e-01,-1.32712
7.5960e-01,-1.32434
7.6000e-01,-1.32209
7.6040e-01,-1.32112
7.6080e-01,-1.31991
7.6120e-01,-1.31709
7.6160e-01,-1.31888
7.6200e-01,-1.31953
7.6240e-01,-1.31963
7.6280e-01,-1.32156
7.6320e-01,-1.32387
7.6360e-01,-1.3265
7.6400e-01,-1.328
7.6440e-01,-1.32853
7.6480e-01,-1.33244
7.6520e-01,-1.33488
7.6560e-01,-1.33372
7.6600e-01,-1.33256
7.6640e-01,-1.33222
7.6680e-01,-1.33112
7.6720e-01,-1.32797
7.6760e-01,-1.32681
7.6800e-01,-1.32363
7.6840e-01,-1.32081
7.6880e-01,-1.32009
7.6920e-01,-1.31975
7.6960e-01,-1.31972
7.7000e-01,-1.31778
7.7040e-01,-1.32019
7.7080e-01,-1.32053
7.7120e-01,-1.32262
7.7160e-01,-1.32306
7.7200e-01,-1.32638
7.7240e-01,-1.32997
7.7280e-01,-1.33128
7.7320e-01,-1.33278
7.7360e-01,-1.33422
7.7400e-01,-1.333
7.7440e-01,-1.33278
7.7480e-01,-1.33112
7.7520e-01,-1.33156
7.7560e-01,-1.32812
7.7600e-01,-1.32662
7.7640e-01,-1.32328
7.7680e-01,-1.32103
7.7720e-01,-1.31991
7.7760e-01,-1.31931
7.7800e-01,-1.31856
7.7840e-01,-1.31737
7.7880e-01,-1.31981
7.7920e-01,-1.32128
7.7960e-01,-1.322
7.8000e-01,-1.32322
7.8040e-01,-1.32841
7.8080e-01,-1.32859
7.8120e-01,-1.33091
7.8160e-01,-1.33291
7.8200e-01,-1.33478
7.8240e-01,-1.33356
7.8280e-01,-1.33387
7.8320e-01,-1.33209
7.8360e-01,-1.32972
7.8400e-01,-1.32866
7.8440e-01,-1.32531
7.8480e-01,-1.32397
7.8520e-01,-1.321
7.8560e-01,-1.321
7.8600e-01,-1.32012
7.8640e-01,-1.31966
7.8680e-01,-1.32019
7.8720e-01,-1.31966
7.8760e-01,-1.32141
7.8800e-01,-1.32275
7.8840e-01,-1.32703
7.8880e-01,-1.32841
7.8920e-01,-1.33041
7.8960e-01,-1.33181
7.9000e-01,-1.33306
7.9040e-01,-1.33534
7.9080e-01,-1.33494
7.9120e-01,-1.33297
7.9160e-01,-1.33281
7.9200e-01,-1.32916
7.9240e-01,-1.32797
7.9280e-01,-1.32556
7.9320e-01,-1.32322
7.9360e-01,-1.32094
7.9400e-01,-1.31916
7.9440e-01,-1.31903
7.9480e-01,-1.31737
7.9520e-01,-1.32091
7.9560e-01,-1.32012
7.9600e-01,-1.3225
7.9640e-01,-1.32412
7.9680e-01,-1.32556
7.9720e-01,-1.32888
7.9760e-01,-1.33078
7.9800e-01,-1.33284
7.9840e-01,-1.33294
7.9880e-01,-1.33184
7.9920e-01,-1.33447
7.9960e-01,-1.3345
8.0000e-01,-1.33137
8.0040e-01,-1.32778
8.0080e-01,-1.32797
8.0120e-01,-1.32569
8.0160e-01,-1.32416
8.0200e-01,-1.32256
8.0240e-01,-1.31831
8.0280e-01,-1.31947
8.0320e-01,-1.31866
8.0360e-01,-1.31978
8.0400e-01,-1.31969
8.0440e-01,-1.32222
8.0480e-01,-1.32506
8.0520e-01,-1.32678
8.0560e-01,-1.328
8.0600e-01,-1.33234
8.0640e-01,-1.33369
8.0680e-01,-1.3345
8.0720e-01,-1.335
8.0760e-01,-1.33378
8.0800e-01,-1.33278
8.0840e-01,-1.33272
8.0880e-01,-1.32888
8.0920e-01,-1.32794
8.0960e-01,-1.32512
8.1000e-01,-1.32425
8.1040e-01,-1.32194
8.1080e-01,-1.32212
8.1120e-01,-1.32112
8.1160e-01,-1.3205
8.1200e-01,-1.31944
8.1240e-01,-1.32097
8.1280e-01,-1.32216
8.1320e-01,-1.32484
8.1360e-01,-1.32703
8.1400e-01,-1.32834
8.1440e-01,-1.33253
8.1480e-01,-1.332
8.1520e-01,-1.33522
8.1560e-01,-1.33469
8.1600e-01,-1.335
8.1640e-01,-1.33403
8.1680e-01,-1.33169
8.1720e-01,-1.33044
8.1760e-01,-1.32644
8.1800e-01,-1.32503
8.1840e-01,-1.32159
8.1880e-01,-1.32125
8.1920e-01,-1.3195
8.1960e-01,-1.3185
8.2000e-01,-1.31809
8.2040e-01,-1.32069
8.2080e-01,-1.32225
8.2120e-01,-1.32256
8.2160e-01,-1.32412
8.2200e-01,-1.32759
8.2240e-01,-1.3295
8.2280e-01,-1.33153
8.2320e-01,-1.33356
8.2360e-01,-1.33466
8.2400e-01,-1.33403
8.2440e-01,-1.334
8.2480e-01,-1.33319
8.2520e-01,-1.33116
8.2560e-01,-1.32878
8.2600e-01,-1.32744
8.2640e-01,-1.32391
8.2680e-01,-1.32231
8.2720e-01,-1.32041
8.2760e-01,-1.31875
8.2800e-01,-1.31866
8.2840e-01,-1.31997
8.2880e-01,-1.32003
8.2920e-01,-1.32175
8.2960e-01,-1.32366
8.3000e-01,-1.32528
8.3040e-01,-1.32812
8.3080e-01,-1.32881
8.3120e-01,-1.33134
8.3160e-01,-1.33378
8.3200e-01,-1.33372
8.3240e-01,-1.33478
8.3280e-01,-1.33503
8.3320e-01,-1.33244
8.3360e-01,-1.33134
8.3400e-01,-1.32816
8.3440e-01,-1.32794
8.3480e-01,-1.32484
8.3520e-01,-1.32247
8.3560e-01,-1.32056
8.3600e-01,-1.319
8.3640e-01,-1.32025
8.3680e-01,-1.31975
8.3720e-01,-1.32044
8.3760e-01,-1.32172
8.3800e-01,-1.32378
8.3840e-01,-1.32572
8.3880e-01,-1.32984
8.3920e-01,-1.331
8.3960e-01,-1.3335
8.4000e-01,-1.33256
8.4040e-01,-1.33484
8.4080e-01,-1.33491
8.4120e-01,-1.33256
8.4160e-01,-1.33316
8.4200e-01,-1.32978
8.4240e-01,-1.32909
8.4280e-01,-1.32716
8.4320e-01,-1.32456
8.4360e-01,-1.32253
8.4400e-01,-1.32116
8.4440e-01,-1.32041
8.4480e-01,-1.32091
8.4520e-01,-1.31881
8.4560e-01,-1.32088
8.4600e-01,-1.323
8.4640e-01,-1.32309
8.4680e-01,-1.32609
8.4720e-01,-1.32975
8.4760e-01,-1.33038
8.4800e-01,-1.33344
8.4840e-01,-1.33422
8.4880e-01,-1.335
8.4920e-01,-1.33459
8.4960e-01,-1.33525
8.5000e-01,-1.33234
8.5040e-01,-1.33194
8.5080e-01,-1.32709
8.5120e-01,-1.32684
8.5160e-01,-1.32437
8.5200e-01,-1.32119
8.5240e-01,-1.32103
8.5280e-01,-1.32031
8.5320e-01,-1.31981
8.5360e-01,-1.31947
8.5400e-01,-1.32078
8.5440e-01,-1.32366
8.5480e-01,-1.32503
8.5520e-01,-1.32597
8.5560e-01,-1.32856
8.5600e-01,-1.33106
8.5640e-01,-1.33341
8.5680e-01,-1.33431
8.5720e-01,-1.33469
8.5760e-01,-1.33481
8.5800e-01,-1.33281
8.5840e-01,-1.33163
8.5880e-01,-1.33175
8.5920e-01,-1.32956
8.5960e-01,-1.32522
8.6000e-01,-1.32272
8.6040e-01,-1.32119
8.6080e-01,-1.32203
8.6120e-01,-1.32069
8.6160e-01,-1.31891
8.6200e-01,-1.32122
8.6240e-01,-1.32163
8.6280e-01,-1.32284
8.6320e-01,-1.32628
8.6360e-01,-1.3275
8.6400e-01,-1.33003
8.6440e-01,-1.33331
8.6480e-01,-1.33481
8.6520e-01,-1.33387
8.6560e-01,-1.33516
8.6600e-01,-1.33506
8.6640e-01,-1.33537
8.6680e-01,-1.33303
8.6720e-01,-1.33191
8.6760e-01,-1.32837
8.6800e-01,-1.32625
8.6840e-01,-1.32322
8.6880e-01,-1.32253
8.6920e-01,-1.32259
8.6960e-01,-1.32016
8.7000e-01,-1.31906
8.7040e-01,-1.32016
8.7080e-01,-1.32419
8.7120e-01,-1.32447
8.7160e-01,-1.32634
8.7200e-01,-1.32734
8.7240e-01,-1.32991
8.7280e-01,-1.33244
8.7320e-01,-1.33334
8.7360e-01,-1.33581
8.7400e-01,-1.33375
8.7440e-01,-1.33462
8.7480e-01,-1.33422
8.7520e-01,-1.33381
8.7560e-01,-1.32906
8.7600e-01,-1.32769
8.7640e-01,-1.32566
8.7680e-01,-1.32359
8.7720e-01,-1.32231
8.7760e-01,-1.32187
8.7800e-01,-1.32103
8.7840e-01,-1.32119
8.7880e-01,-1.32144
8.7920e-01,-1.32325
8.7960e-01,-1.32541
8.8000e-01,-1.32659
8.8040e-01,-1.33009
8.8080e-01,-1.33228
8.8120e-01,-1.33322
8.8160e-01,-1.33547
8.8200e-01,-1.33363
8.8240e-01,-1.33503
8.8280e-01,-1.3365
8.8320e-01,-1.33381
8.8360e-01,-1.33356
8.8400e-01,-1.33131
8.8440e-01,-1.328
8.8480e-01,-1.32534
8.8520e-01,-1.32344
8.8560e-01,-1.32003
8.8600e-01,-1.32122
8.8640e-01,-1.32037
8.8680e-01,-1.31969
8.8720e-01,-1.32119
8.8760e-01,-1.32316
8.8800e-01,-1.32528
8.8840e-01,-1.32669
8.8880e-01,-1.32981
8.8920e-01,-1.33241
8.8960e-01,-1.33516
8.9000e-01,-1.33366
8.9040e-01,-1.33541
8.9080e-01,-1.33731
8.9120e-01,-1.33509
8.9160e-01,-1.33384
8.9200e-01,-1.33378
8.9240e-01,-1.33025
8.9280e-01,-1.32834
8.9320e-01,-1.32519
8.9360e-01,-1.32181
8.9400e-01,-1.32228
8.9440e-01,-1.31978
8.9480e-01,-1.31994
8.9520e-01,-1.32191
8.9560e-01,-1.32234
8.9600e-01,-1.32297
8.9640e-01,-1.32634
8.9680e-01,-1.32778
8.9720e-01,-1.32987
8.9760e-01,-1.3325
8.9800e-01,-1.33319
8.9840e-01,-1.33391
8.9880e-01,-1.33456
8.9920e-01,-1.33625
8.9960e-01,-1.33581
9.0000e-01,-1.33472
9.0040e-01,-1.33041
9.0080e-01,-1.32894
9.0120e-01,-1.32659
9.0160e-01,-1.32531
9.0200e-01,-1.32456
9.0240e-01,-1.32259
9.0280e-01,-1.31997
9.0320e-01,-1.32053
9.0360e-01,-1.31953
9.0400e-01,-1.32178
9.0440e-01,-1.32328
9.0480e-01,-1.32503
9.0520e-01,-1.32828
9.0560e-01,-1.32937
9.0600e-01,-1.33341
9.0640e-01,-1.33438
9.0680e-01,-1.33587
9.0720e-01,-1.33613
9.0760e-01,-1.33556
9.0800e-01,-1.33541
9.0840e-01,-1.33409
9.0880e-01,-1.3305
9.0920e-01,-1.32872
9.0960e-01,-1.32728
9.1000e-01,-1.32506
9.1040e-01,-1.32353
9.1080e-01,-1.32097
9.1120e-01,-1.32112
9.1160e-01,-1.32037
9.1200e-01,-1.32209
9.1240e-01,-1.32291
9.1280e-01,-1.32394
9.1320e-01,-1.32641
9.1360e-01,-1.32866
9.1400e-01,-1.32987
9.1440e-01,-1.33366
9.1480e-01,-1.33422
9.1520e-01,-1.33497
9.1560e-01,-1.33597
9.1600e-01,-1.33438
9.1640e-01,-1.33366
9.1680e-01,-1.33416
9.1720e-01,-1.33022
9.1760e-01,-1.32822
9.1800e-01,-1.32544
9.1840e-01,-1.32516
9.1880e-01,-1.32184
9.1920e-01,-1.32212
9.1960e-01,-1.32216
9.2000e-01,-1.32147
9.2040e-01,-1.32109
9.2080e-01,-1.32147
9.2120e-01,-1.32422
9.2160e-01,-1.32666
9.2200e-01,-1.327
9.2240e-01,-1.33169
9.2280e-01,-1.33216
9.2320e-01,-1.335
9.2360e-01,-1.33547
9.2400e-01,-1.33609
9.2440e-01,-1.33472
9.2480e-01,-1.33369
9.2520e-01,-1.33184
9.2560e-01,-1.33122
9.2600e-01,-1.32803
9.2640e-01,-1.32659
9.2680e-01,-1.32434
9.2720e-01,-1.32275
9.2760e-01,-1.321
9.2800e-01,-1.32262
9.2840e-01,-1.32163
9.2880e-01,-1.32212
9.2920e-01,-1.32175
9.2960e-01,-1.3245
9.3000e-01,-1.32725
9.3040e-01,-1.33009
9.3080e-01,-1.33159
9.3120e-01,-1.33516
9.3160e-01,-1.335
9.3200e-01,-1.33581
9.3240e-01,-1.33534
9.3280e-01,-1.33578
9.3320e-01,-1.33537
9.3360e-01,-1.33241
9.3400e-01,-1.33216
9.3440e-01,-1.32972
9.3480e-01,-1.32638
9.3520e-01,-1.32262
9.3560e-01,-1.32319
9.3600e-01,-1.32222
9.3640e-01,-1.32019
9.3680e-01,-1.32175
9.3720e-01,-1.32228
9.3760e-01,-1.32281
9.3800e-01,-1.3255
