Model,DPO4032
Firmware Version,2.30

Point Format,Y
Horizontal Units,S
Horizontal Scale,0.4
Sample Interval,0.0004
Record Length,10000
Gating,0.0% to 100.0%
Probe Attenuation,1
Vertical Units,V
Vertical Offset,-0.113
Vertical Scale,0.01
Label,
TIME,CH1
4.9360e-01,-0.127536
4.9400e-01,-0.128036
4.9440e-01,-0.128
4.9480e-01,-0.127966
4.9520e-01,-0.127772
4.9560e-01,-0.127792
4.9600e-01,-0.12762
4.9640e-01,-0.127477
4.9680e-01,-0.127842
4.9720e-01,-0.127825
4.9760e-01,-0.128248
4.9800e-01,-0.127255
4.9840e-01,-0.12777
4.9880e-01,-0.128528
4.9920e-01,-0.128172
4.9960e-01,-0.127352
5.0000e-01,-0.12785
5.0040e-01,-0.126681
5.0080e-01,-0.127286
5.0120e-01,-0.127295
5.0160e-01,-0.127414
5.0200e-01,-0.127642
5.0240e-01,-0.127514
5.0280e-01,-0.128681
5.0320e-01,-0.12668
5.0360e-01,-0.128572
5.0400e-01,-0.126744
5.0440e-01,-0.128105
5.0480e-01,-0.126948
5.0520e-01,-0.128141
5.0560e-01,-0.127883
5.0600e-01,-0.127667
5.0640e-01,-0.127697
5.0680e-01,-0.127191
5.0720e-01,-0.128086
5.0760e-01,-0.127792
5.0800e-01,-0.126755
5.0840e-01,-0.126713
5.0880e-01,-0.127361
5.0920e-01,-0.127944
5.0960e-01,-0.127302
5.1000e-01,-0.126766
5.1040e-01,-0.127339
5.1080e-01,-0.127327
5.1120e-01,-0.127834
5.1160e-01,-0.127411
5.1200e-01,-0.127102
5.1240e-01,-0.127673
5.1280e-01,-0.127827
5.1320e-01,-0.127833
5.1360e-01,-0.127403
5.1400e-01,-0.128333
5.1440e-01,-0.12762
5.1480e-01,-0.127766
5.1520e-01,-0.127122
5.1560e-01,-0.126892
5.1600e-01,-0.127147
5.1640e-01,-0.127178
5.1680e-01,-0.127431
5.1720e-01,-0.127805
5.1760e-01,-0.127633
5.1800e-01,-0.126811
5.1840e-01,-0.12747
5.1880e-01,-0.127028
5.1920e-01,-0.127062
5.1960e-01,-0.126814
5.2000e-01,-0.127773
5.2040e-01,-0.1279
5.2080e-01,-0.126905
5.2120e-01,-0.127792
5.2160e-01,-0.12772
5.2200e-01,-0.127858
5.2240e-01,-0.127727
5.2280e-01,-0.127275
5.2320e-01,-0.126664
5.2360e-01,-0.127534
5.2400e-01,-0.126939
5.2440e-01,-0.126753
5.2480e-01,-0.127558
5.2520e-01,-0.126886
5.2560e-01,-0.127123
5.2600e-01,-0.12725
5.2640e-01,-0.127219
5.2680e-01,-0.127523
5.2720e-01,-0.127122
5.2760e-01,-0.127808
5.2800e-01,-0.127253
5.2840e-01,-0.126558
5.2880e-01,-0.127403
5.2920e-01,-0.126645
5.2960e-01,-0.127209
5.3000e-01,-0.126138
5.3040e-01,-0.127059
5.3080e-01,-0.127027
5.3120e-01,-0.126692
5.3160e-01,-0.127114
5.3200e-01,-0.12705
5.3240e-01,-0.126861
5.3280e-01,-0.127136
5.3320e-01,-0.127317
5.3360e-01,-0.126872
5.3400e-01,-0.127109
5.3440e-01,-0.127337
5.3480e-01,-0.127305
5.3520e-01,-0.126377
5.3560e-01,-0.127673
5.3600e-01,-0.1274
5.3640e-01,-0.127405
5.3680e-01,-0.126981
5.3720e-01,-0.128336
5.3760e-01,-0.127469
5.3800e-01,-0.126652
5.3840e-01,-0.127862
5.3880e-01,-0.127195
5.3920e-01,-0.127058
5.3960e-01,-0.126755
5.4000e-01,-0.127069
5.4040e-01,-0.127298
5.4080e-01,-0.127294
5.4120e-01,-0.127273
5.4160e-01,-0.1272
5.4200e-01,-0.12725
5.4240e-01,-0.126644
5.4280e-01,-0.126495
5.4320e-01,-0.127114
5.4360e-01,-0.126561
5.4400e-01,-0.126689
5.4440e-01,-0.127397
5.4480e-01,-0.126681
5.4520e-01,-0.127388
5.4560e-01,-0.126769
5.4600e-01,-0.127077
5.4640e-01,-0.126444
5.4680e-01,-0.127034
5.4720e-01,-0.127306
5.4760e-01,-0.127245
5.4800e-01,-0.127016
5.4840e-01,-0.126302
5.4880e-01,-0.127619
5.4920e-01,-0.126028
5.4960e-01,-0.126505
5.5000e-01,-0.126608
5.5040e-01,-0.127067
5.5080e-01,-0.126584
5.5120e-01,-0.127562
5.5160e-01,-0.127531
5.5200e-01,-0.126809
5.5240e-01,-0.127383
5.5280e-01,-0.126623
5.5320e-01,-0.126078
5.5360e-01,-0.126364
5.5400e-01,-0.126202
5.5440e-01,-0.126864
5.5480e-01,-0.126997
5.5520e-01,-0.126778
5.5560e-01,-0.12682
5.5600e-01,-0.126736
5.5640e-01,-0.125803
5.5680e-01,-0.126636
5.5720e-01,-0.127222
5.5760e-01,-0.126997
5.5800e-01,-0.126023
5.5840e-01,-0.126628
5.5880e-01,-0.1263
5.5920e-01,-0.126566
5.5960e-01,-0.126419
5.6000e-01,-0.126814
5.6040e-01,-0.126713
5.6080e-01,-0.127027
5.6120e-01,-0.126586
5.6160e-01,-0.126756
5.6200e-01,-0.126422
5.6240e-01,-0.126395
5.6280e-01,-0.125752
5.6320e-01,-0.127177
5.6360e-01,-0.127045
5.6400e-01,-0.126644
5.6440e-01,-0.126963
5.6480e-01,-0.126139
5.6520e-01,-0.126345
5.6560e-01,-0.127144
5.6600e-01,-0.126998
5.6640e-01,-0.125809
5.6680e-01,-0.125903
5.6720e-01,-0.126461
5.6760e-01,-0.126377
5.6800e-01,-0.126347
5.6840e-01,-0.125661
5.6880e-01,-0.126444
5.6920e-01,-0.126277
5.6960e-01,-0.126442
5.7000e-01,-0.127362
5.7040e-01,-0.127256
5.7080e-01,-0.12673
5.7120e-01,-0.12692
5.7160e-01,-0.126061
5.7200e-01,-0.126423
5.7240e-01,-0.126092
5.7280e-01,-0.125966
5.7320e-01,-0.126562
5.7360e-01,-0.126537
5.7400e-01,-0.126561
5.7440e-01,-0.126291
5.7480e-01,-0.12605
5.7520e-01,-0.126958
5.7560e-01,-0.126486
5.7600e-01,-0.125922
5.7640e-01,-0.126744
5.7680e-01,-0.126486
5.7720e-01,-0.126189
5.7760e-01,-0.126919
5.7800e-01,-0.126716
5.7840e-01,-0.125856
5.7880e-01,-0.125938
5.7920e-01,-0.12602
5.7960e-01,-0.12657
5.8000e-01,-0.127164
5.8040e-01,-0.126008
5.8080e-01,-0.126141
5.8120e-01,-0.126723
5.8160e-01,-0.125517
5.8200e-01,-0.12573
5.8240e-01,-0.126561
5.8280e-01,-0.126658
5.8320e-01,-0.125945
5.8360e-01,-0.125994
5.8400e-01,-0.126292
5.8440e-01,-0.126528
5.8480e-01,-0.126413
5.8520e-01,-0.126503
5.8560e-01,-0.126747
5.8600e-01,-0.125955
5.8640e-01,-0.126042
5.8680e-01,-0.125945
5.8720e-01,-0.12625
5.8760e-01,-0.126287
5.8800e-01,-0.126969
5.8840e-01,-0.1267
5.8880e-01,-0.126409
5.8920e-01,-0.126073
5.8960e-01,-0.125514
5.9000e-01,-0.126291
5.9040e-01,-0.125722
5.9080e-01,-0.125558
5.9120e-01,-0.125606
5.9160e-01,-0.126186
5.9200e-01,-0.126558
5.9240e-01,-0.126341
5.9280e-01,-0.126525
5.9320e-01,-0.126323
5.9360e-01,-0.126398
5.9400e-01,-0.126052
5.9440e-01,-0.126463
5.9480e-01,-0.126553
5.9520e-01,-0.126367
5.9560e-01,-0.125556
5.9600e-01,-0.125936
5.9640e-01,-0.12688
5.9680e-01,-0.126303
5.9720e-01,-0.126053
5.9760e-01,-0.125803
5.9800e-01,-0.125955
5.9840e-01,-0.126511
5.9880e-01,-0.125716
5.9920e-01,-0.125198
5.9960e-01,-0.126066
6.0000e-01,-0.125914
6.0040e-01,-0.126817
6.0080e-01,-0.126406
6.0120e-01,-0.125783
6.0160e-01,-0.125978
6.0200e-01,-0.126239
6.0240e-01,-0.126102
6.0280e-01,-0.125909
6.0320e-01,-0.126064
6.0360e-01,-0.125752
6.0400e-01,-0.126234
6.0440e-01,-0.125786
6.0480e-01,-0.126394
6.0520e-01,-0.125814
6.0560e-01,-0.125903
6.0600e-01,-0.12585
6.0640e-01,-0.12592
6.0680e-01,-0.125986
6.0720e-01,-0.126303
6.0760e-01,-0.126289
6.0800e-01,-0.12587
6.0840e-01,-0.126228
6.0880e-01,-0.126097
6.0920e-01,-0.125895
6.0960e-01,-0.125384
6.1000e-01,-0.126042
6.1040e-01,-0.125883
6.1080e-01,-0.125955
6.1120e-01,-0.125784
6.1160e-01,-0.12602
6.1200e-01,-0.126488
6.1240e-01,-0.125469
6.1280e-01,-0.126028
6.1320e-01,-0.125791
6.1360e-01,-0.125502
6.1400e-01,-0.125566
6.1440e-01,-0.125845
6.1480e-01,-0.125969
6.1520e-01,-0.125525
6.1560e-01,-0.125756
6.1600e-01,-0.126314
6.1640e-01,-0.126694
6.1680e-01,-0.125952
6.1720e-01,-0.126228
6.1760e-01,-0.125953
6.1800e-01,-0.125523
6.1840e-01,-0.125866
6.1880e-01,-0.125516
6.1920e-01,-0.124942
6.1960e-01,-0.125973
6.2000e-01,-0.126336
6.2040e-01,-0.126075
6.2080e-01,-0.125805
6.2120e-01,-0.125936
6.2160e-01,-0.126714
6.2200e-01,-0.126403
6.2240e-01,-0.126528
6.2280e-01,-0.126041
6.2320e-01,-0.125523
6.2360e-01,-0.125438
6.2400e-01,-0.12548
6.2440e-01,-0.125213
6.2480e-01,-0.125494
6.2520e-01,-0.125588
6.2560e-01,-0.12592
6.2600e-01,-0.1263
6.2640e-01,-0.125633
6.2680e-01,-0.125027
6.2720e-01,-0.125467
6.2760e-01,-0.125222
6.2800e-01,-0.126003
6.2840e-01,-0.124956
6.2880e-01,-0.125698
6.2920e-01,-0.125255
6.2960e-01,-0.125489
6.3000e-01,-0.125191
6.3040e-01,-0.125694
6.3080e-01,-0.126041
6.3120e-01,-0.125403
6.3160e-01,-0.125753
6.3200e-01,-0.125436
6.3240e-01,-0.125523
6.3280e-01,-0.125808
6.3320e-01,-0.125748
6.3360e-01,-0.12525
6.3400e-01,-0.125319
6.3440e-01,-0.125847
6.3480e-01,-0.126256
6.3520e-01,-0.125102
6.3560e-01,-0.125217
6.3600e-01,-0.125825
6.3640e-01,-0.125253
6.3680e-01,-0.124897
6.3720e-01,-0.125492
6.3760e-01,-0.125781
6.3800e-01,-0.125783
6.3840e-01,-0.124323
6.3880e-01,-0.125467
6.3920e-01,-0.125111
6.3960e-01,-0.12453
6.4000e-01,-0.125594
6.4040e-01,-0.125534
6.4080e-01,-0.12533
6.4120e-01,-0.124567
6.4160e-01,-0.125194
6.4200e-01,-0.125534
6.4240e-01,-0.125672
6.4280e-01,-0.124986
6.4320e-01,-0.125209
6.4360e-01,-0.125317
6.4400e-01,-0.125694
6.4440e-01,-0.125528
6.4480e-01,-0.125133
6.4520e-01,-0.126667
6.4560e-01,-0.125502
6.4600e-01,-0.125413
6.4640e-01,-0.125403
6.4680e-01,-0.125344
6.4720e-01,-0.124647
6.4760e-01,-0.125239
6.4800e-01,-0.125545
6.4840e-01,-0.124916
6.4880e-01,-0.12485
6.4920e-01,-0.124908
6.4960e-01,-0.125602
6.5000e-01,-0.12563
6.5040e-01,-0.125003
6.5080e-01,-0.12627
6.5120e-01,-0.125167
6.5160e-01,-0.1252
6.5200e-01,-0.126216
6.5240e-01,-0.125317
6.5280e-01,-0.125455
6.5320e-01,-0.125092
6.5360e-01,-0.124813
6.5400e-01,-0.125239
6.5440e-01,-0.124802
6.5480e-01,-0.125416
6.5520e-01,-0.125444
6.5560e-01,-0.125125
6.5600e-01,-0.12495
6.5640e-01,-0.126267
6.5680e-01,-0.125111
6.5720e-01,-0.126025
6.5760e-01,-0.124895
6.5800e-01,-0.12527
6.5840e-01,-0.125341
6.5880e-01,-0.125837
6.5920e-01,-0.125155
6.5960e-01,-0.124444
6.6000e-01,-0.125642
6.6040e-01,-0.125055
6.6080e-01,-0.124613
6.6120e-01,-0.125573
6.6160e-01,-0.124844
6.6200e-01,-0.125198
6.6240e-01,-0.124755
6.6280e-01,-0.124778
6.6320e-01,-0.12493
6.6360e-01,-0.124994
6.6400e-01,-0.125525
6.6440e-01,-0.12548
6.6480e-01,-0.124959
6.6520e-01,-0.12427
6.6560e-01,-0.124884
6.6600e-01,-0.125006
6.6640e-01,-0.124878
6.6680e-01,-0.124739
6.6720e-01,-0.125503
6.6760e-01,-0.125231
6.6800e-01,-0.124512
6.6840e-01,-0.125873
6.6880e-01,-0.124673
6.6920e-01,-0.125475
6.6960e-01,-0.124441
6.7000e-01,-0.125323
6.7040e-01,-0.125098
6.7080e-01,-0.126053
6.7120e-01,-0.124659
6.7160e-01,-0.125088
6.7200e-01,-0.12505
6.7240e-01,-0.125005
6.7280e-01,-0.125233
6.7320e-01,-0.124869
6.7360e-01,-0.124905
6.7400e-01,-0.125303
6.7440e-01,-0.124639
6.7480e-01,-0.125003
6.7520e-01,-0.125148
6.7560e-01,-0.124381
6.7600e-01,-0.125191
6.7640e-01,-0.124573
6.7680e-01,-0.124963
6.7720e-01,-0.125286
6.7760e-01,-0.125294
6.7800e-01,-0.125678
6.7840e-01,-0.125034
6.7880e-01,-0.124378
6.7920e-01,-0.124398
6.7960e-01,-0.124572
6.8000e-01,-0.124878
6.8040e-01,-0.124822
6.8080e-01,-0.12443
6.8120e-01,-0.124844
6.8160e-01,-0.124872
6.8200e-01,-0.124008
6.8240e-01,-0.125778
6.8280e-01,-0.124931
6.8320e-01,-0.125144
6.8360e-01,-0.12427
6.8400e-01,-0.123934
6.8440e-01,-0.124875
6.8480e-01,-0.124356
6.8520e-01,-0.124606
6.8560e-01,-0.123998
6.8600e-01,-0.125031
6.8640e-01,-0.124666
6.8680e-01,-0.124581
6.8720e-01,-0.124594
6.8760e-01,-0.124528
6.8800e-01,-0.124573
6.8840e-01,-0.124809
6.8880e-01,-0.123741
6.8920e-01,-0.124661
6.8960e-01,-0.125642
6.9000e-01,-0.124883
6.9040e-01,-0.124331
6.9080e-01,-0.124012
6.9120e-01,-0.124427
6.9160e-01,-0.125805
6.9200e-01,-0.124723
6.9240e-01,-0.125077
6.9280e-01,-0.125427
6.9320e-01,-0.124541
6.9360e-01,-0.123953
6.9400e-01,-0.12478
6.9440e-01,-0.124486
6.9480e-01,-0.124541
6.9520e-01,-0.124656
6.9560e-01,-0.124789
6.9600e-01,-0.124559
6.9640e-01,-0.125089
6.9680e-01,-0.124972
6.9720e-01,-0.123988
6.9760e-01,-0.124786
6.9800e-01,-0.125028
6.9840e-01,-0.125145
6.9880e-01,-0.125423
6.9920e-01,-0.125075
6.9960e-01,-0.125253
7.0000e-01,-0.123956
7.0040e-01,-0.125005
7.0080e-01,-0.124391
7.0120e-01,-0.1253
7.0160e-01,-0.124569
7.0200e-01,-0.124473
7.0240e-01,-0.124364
7.0280e-01,-0.124186
7.0320e-01,-0.124764
7.0360e-01,-0.124663
7.0400e-01,-0.125194
7.0440e-01,-0.124745
7.0480e-01,-0.124706
7.0520e-01,-0.124691
7.0560e-01,-0.124347
7.0600e-01,-0.123783
7.0640e-01,-0.124341
7.0680e-01,-0.124941
7.0720e-01,-0.124733
7.0760e-01,-0.123858
7.0800e-01,-0.124419
7.0840e-01,-0.124456
7.0880e-01,-0.124461
7.0920e-01,-0.123795
7.0960e-01,-0.12493
7.1000e-01,-0.124364
7.1040e-01,-0.12413
7.1080e-01,-0.12413
7.1120e-01,-0.124289
7.1160e-01,-0.124434
7.1200e-01,-0.123695
7.1240e-01,-0.125066
7.1280e-01,-0.124036
7.1320e-01,-0.123933
7.1360e-01,-0.124216
7.1400e-01,-0.124531
7.1440e-01,-0.12375
7.1480e-01,-0.124648
7.1520e-01,-0.123988
7.1560e-01,-0.124127
7.1600e-01,-0.124561
7.1640e-01,-0.123875
7.1680e-01,-0.124309
7.1720e-01,-0.124219
7.1760e-01,-0.124216
7.1800e-01,-0.124125
7.1840e-01,-0.123923
7.1880e-01,-0.123644
7.1920e-01,-0.124644
7.1960e-01,-0.124672
7.2000e-01,-0.124497
7.2040e-01,-0.123316
7.2080e-01,-0.124777
7.2120e-01,-0.125041
7.2160e-01,-0.123977
7.2200e-01,-0.123845
7.2240e-01,-0.124983
7.2280e-01,-0.124256
7.2320e-01,-0.124322
7.2360e-01,-0.124042
7.2400e-01,-0.124245
7.2440e-01,-0.123945
7.2480e-01,-0.124438
7.2520e-01,-0.124031
7.2560e-01,-0.124325
7.2600e-01,-0.124167
7.2640e-01,-0.12465
7.2680e-01,-0.12403
7.2720e-01,-0.123867
7.2760e-01,-0.124194
7.2800e-01,-0.124691
7.2840e-01,-0.124098
7.2880e-01,-0.123813
7.2920e-01,-0.124663
7.2960e-01,-0.124841
7.3000e-01,-0.124289
7.3040e-01,-0.123859
7.3080e-01,-0.124547
7.3120e-01,-0.123969
7.3160e-01,-0.124616
7.3200e-01,-0.124203
7.3240e-01,-0.123978
7.3280e-01,-0.123459
7.3320e-01,-0.123855
7.3360e-01,-0.125308
7.3400e-01,-0.124391
7.3440e-01,-0.123825
7.3480e-01,-0.124417
7.3520e-01,-0.123741
7.3560e-01,-0.123878
7.3600e-01,-0.124211
7.3640e-01,-0.123992
7.3680e-01,-0.124517
7.3720e-01,-0.124125
7.3760e-01,-0.124094
7.3800e-01,-0.123697
7.3840e-01,-0.124669
7.3880e-01,-0.123955
7.3920e-01,-0.123472
7.3960e-01,-0.123523
7.4000e-01,-0.124488
7.4040e-01,-0.124086
7.4080e-01,-0.123717
7.4120e-01,-0.124759
7.4160e-01,-0.12362
7.4200e-01,-0.124492
7.4240e-01,-0.124238
7.4280e-01,-0.123466
7.4320e-01,-0.123492
7.4360e-01,-0.123325
7.4400e-01,-0.123538
7.4440e-01,-0.123808
7.4480e-01,-0.124858
7.4520e-01,-0.124541
7.4560e-01,-0.124189
7.4600e-01,-0.123934
7.4640e-01,-0.124248
7.4680e-01,-0.124394
7.4720e-01,-0.12418
7.4760e-01,-0.123867
7.4800e-01,-0.123913
7.4840e-01,-0.124559
7.4880e-01,-0.123794
7.4920e-01,-0.123783
7.4960e-01,-0.1239
7.5000e-01,-0.124353
7.5040e-01,-0.124539
7.5080e-01,-0.123986
7.5120e-01,-0.124402
7.5160e-01,-0.123702
7.5200e-01,-0.123784
7.5240e-01,-0.124009
7.5280e-01,-0.123361
7.5320e-01,-0.122731
7.5360e-01,-0.123933
7.5400e-01,-0.124281
7.5440e-01,-0.123392
7.5480e-01,-0.12368
7.5520e-01,-0.123023
7.5560e-01,-0.123902
7.5600e-01,-0.1244
7.5640e-01,-0.123964
7.5680e-01,-0.124108
7.5720e-01,-0.12428
7.5760e-01,-0.124139
7.5800e-01,-0.124077
7.5840e-01,-0.123533
7.5880e-01,-0.123237
7.5920e-01,-0.124788
7.5960e-01,-0.123722
7.6000e-01,-0.124344
7.6040e-01,-0.123512
7.6080e-01,-0.123284
7.6120e-01,-0.123727
7.6160e-01,-0.124141
7.6200e-01,-0.124797
7.6240e-01,-0.123491
7.6280e-01,-0.123477
7.6320e-01,-0.12325
7.6360e-01,-0.12405
7.6400e-01,-0.123373
7.6440e-01,-0.123847
7.6480e-01,-0.123431
7.6520e-01,-0.123998
7.6560e-01,-0.124117
7.6600e-01,-0.124245
7.6640e-01,-0.124214
7.6680e-01,-0.123773
7.6720e-01,-0.123997
7.6760e-01,-0.123323
7.6800e-01,-0.123292
7.6840e-01,-0.124323
7.6880e-01,-0.122467
7.6920e-01,-0.123511
7.6960e-01,-0.123155
7.7000e-01,-0.123881
7.7040e-01,-0.124452
7.7080e-01,-0.124355
7.7120e-01,-0.123339
7.7160e-01,-0.123119
7.7200e-01,-0.123394
7.7240e-01,-0.124111
7.7280e-01,-0.123802
7.7320e-01,-0.123652
7.7360e-01,-0.123706
7.7400e-01,-0.123242
7.7440e-01,-0.123414
7.7480e-01,-0.123686
7.7520e-01,-0.123317
7.7560e-01,-0.123866
7.7600e-01,-0.124198
7.7640e-01,-0.123188
7.7680e-01,-0.124078
7.7720e-01,-0.12353
7.7760e-01,-0.123411
7.7800e-01,-0.12392
7.7840e-01,-0.123741
7.7880e-01,-0.123156
7.7920e-01,-0.123773
7.7960e-01,-0.123202
7.8000e-01,-0.123502
7.8040e-01,-0.124358
7.8080e-01,-0.123855
7.8120e-01,-0.123866
7.8160e-01,-0.122692
7.8200e-01,-0.123542
7.8240e-01,-0.123569
7.8280e-01,-0.12347
7.8320e-01,-0.123675
7.8360e-01,-0.12385
7.8400e-01,-0.123491
7.8440e-01,-0.1234
7.8480e-01,-0.123222
7.8520e-01,-0.12303
7.8560e-01,-0.123478
7.8600e-01,-0.12337
7.8640e-01,-0.123469
7.8680e-01,-0.12325
7.8720e-01,-0.1236
7.8760e-01,-0.123956
7.8800e-01,-0.12362
7.8840e-01,-0.123413
7.8880e-01,-0.123219
7.8920e-01,-0.123978
7.8960e-01,-0.123613
7.9000e-01,-0.123617
7.9040e-01,-0.123356
7.9080e-01,-0.123048
7.9120e-01,-0.123792
7.9160e-01,-0.123427
7.9200e-01,-0.123403
7.9240e-01,-0.123936
7.9280e-01,-0.122983
7.9320e-01,-0.123431
7.9360e-01,-0.123228
7.9400e-01,-0.123341
7.9440e-01,-0.123102
7.9480e-01,-0.123908
7.9520e-01,-0.123277
7.9560e-01,-0.123569
7.9600e-01,-0.123341
7.9640e-01,-0.122661
7.9680e-01,-0.122623
7.9720e-01,-0.123122
7.9760e-01,-0.123058
7.9800e-01,-0.123127
7.9840e-01,-0.124323
7.9880e-01,-0.123375
7.9920e-01,-0.12323
7.9960e-01,-0.124039
8.0000e-01,-0.122258
8.0040e-01,-0.122908
8.0080e-01,-0.123795
8.0120e-01,-0.123217
8.0160e-01,-0.123875
8.0200e-01,-0.123131
8.0240e-01,-0.123328
8.0280e-01,-0.123953
8.0320e-01,-0.123548
8.0360e-01,-0.123619
8.0400e-01,-0.124041
8.0440e-01,-0.123373
8.0480e-01,-0.123036
8.0520e-01,-0.123958
8.0560e-01,-0.123264
8.0600e-01,-0.122986
8.0640e-01,-0.122914
8.0680e-01,-0.122691
8.0720e-01,-0.123136
8.0760e-01,-0.123598
8.0800e-01,-0.123081
8.0840e-01,-0.122823
8.0880e-01,-0.123434
8.0920e-01,-0.122608
8.0960e-01,-0.122756
8.1000e-01,-0.123055
8.1040e-01,-0.122919
8.1080e-01,-0.123181
8.1120e-01,-0.123444
8.1160e-01,-0.123512
8.1200e-01,-0.123059
8.1240e-01,-0.123241
8.1280e-01,-0.123586
8.1320e-01,-0.123256
8.1360e-01,-0.123838
8.1400e-01,-0.123553
8.1440e-01,-0.122753
8.1480e-01,-0.12283
8.1520e-01,-0.123169
8.1560e-01,-0.123305
8.1600e-01,-0.123703
8.1640e-01,-0.123617
8.1680e-01,-0.122442
8.1720e-01,-0.123036
8.1760e-01,-0.122906
8.1800e-01,-0.123178
8.1840e-01,-0.123081
8.1880e-01,-0.123258
8.1920e-01,-0.123034
8.1960e-01,-0.123455
8.2000e-01,-0.122552
8.2040e-01,-0.122713
8.2080e-01,-0.123494
8.2120e-01,-0.122442
8.2160e-01,-0.122961
8.2200e-01,-0.122895
8.2240e-01,-0.122377
8.2280e-01,-0.122914
8.2320e-01,-0.123264
8.2360e-01,-0.122722
8.2400e-01,-0.122956
8.2440e-01,-0.1231
8.2480e-01,-0.123684
8.2520e-01,-0.12308
8.2560e-01,-0.123502
8.2600e-01,-0.123103
8.2640e-01,-0.12377
8.2680e-01,-0.122731
8.2720e-01,-0.123577
8.2760e-01,-0.123197
8.2800e-01,-0.122798
8.2840e-01,-0.123014
8.2880e-01,-0.122911
8.2920e-01,-0.12352
8.2960e-01,-0.123848
8.3000e-01,-0.123111
8.3040e-01,-0.122459
8.3080e-01,-0.122247
8.3120e-01,-0.122586
8.3160e-01,-0.123558
8.3200e-01,-0.123606
8.3240e-01,-0.122883
8.3280e-01,-0.122714
8.3320e-01,-0.123934
8.3360e-01,-0.123241
8.3400e-01,-0.123275
8.3440e-01,-0.123613
8.3480e-01,-0.122736
8.3520e-01,-0.122925
8.3560e-01,-0.123228
8.3600e-01,-0.122489
8.3640e-01,-0.122586
8.3680e-01,-0.122997
8.3720e-01,-0.122862
8.3760e-01,-0.122281
8.3800e-01,-0.123003
8.3840e-01,-0.122508
8.3880e-01,-0.122536
8.3920e-01,-0.122811
8.3960e-01,-0.1228
8.4000e-01,-0.123255
8.4040e-01,-0.122959
8.4080e-01,-0.122638
8.4120e-01,-0.122892
8.4160e-01,-0.122381
8.4200e-01,-0.122894
8.4240e-01,-0.12258
8.4280e-01,-0.123514
8.4320e-01,-0.122688
8.4360e-01,-0.123372
8.4400e-01,-0.123445
8.4440e-01,-0.122672
8.4480e-01,-0.122569
8.4520e-01,-0.123186
8.4560e-01,-0.121936
8.4600e-01,-0.122638
8.4640e-01,-0.123338
8.4680e-01,-0.122822
8.4720e-01,-0.122617
8.4760e-01,-0.12308
8.4800e-01,-0.122547
8.4840e-01,-0.12308
8.4880e-01,-0.123081
8.4920e-01,-0.122825
8.4960e-01,-0.122309
8.5000e-01,-0.12242
8.5040e-01,-0.122906
8.5080e-01,-0.12285
8.5120e-01,-0.123281
8.5160e-01,-0.122311
8.5200e-01,-0.12297
8.5240e-01,-0.122567
8.5280e-01,-0.122486
8.5320e-01,-0.121783
8.5360e-01,-0.123294
8.5400e-01,-0.122248
8.5440e-01,-0.122737
8.5480e-01,-0.122388
8.5520e-01,-0.121977
8.5560e-01,-0.123069
8.5600e-01,-0.123533
8.5640e-01,-0.122064
8.5680e-01,-0.122844
8.5720e-01,-0.123061
8.5760e-01,-0.122645
8.5800e-01,-0.123005
8.5840e-01,-0.12237
8.5880e-01,-0.123178
8.5920e-01,-0.123309
8.5960e-01,-0.122827
8.6000e-01,-0.122605
8.6040e-01,-0.122313
8.6080e-01,-0.122648
8.6120e-01,-0.122097
8.6160e-01,-0.12293
8.6200e-01,-0.122875
8.6240e-01,-0.122709
8.6280e-01,-0.122453
8.6320e-01,-0.122809
8.6360e-01,-0.122297
8.6400e-01,-0.122788
8.6440e-01,-0.122106
8.6480e-01,-0.122592
8.6520e-01,-0.12203
8.6560e-01,-0.122603
8.6600e-01,-0.122184
8.6640e-01,-0.122262
8.6680e-01,-0.122367
8.6720e-01,-0.123245
8.6760e-01,-0.122636
8.6800e-01,-0.121964
8.6840e-01,-0.122866
8.6880e-01,-0.121781
8.6920e-01,-0.122041
8.6960e-01,-0.122194
8.7000e-01,-0.122953
8.7040e-01,-0.122189
8.7080e-01,-0.122136
8.7120e-01,-0.122539
8.7160e-01,-0.121945
8.7200e-01,-0.123125
8.7240e-01,-0.122561
8.7280e-01,-0.122778
8.7320e-01,-0.12213
8.7360e-01,-0.122028
8.7400e-01,-0.122817
8.7440e-01,-0.122106
8.7480e-01,-0.122413
8.7520e-01,-0.122808
8.7560e-01,-0.12278
8.7600e-01,-0.122084
8.7640e-01,-0.122203
8.7680e-01,-0.122581
8.7720e-01,-0.121795
8.7760e-01,-0.122497
8.7800e-01,-0.122311
8.7840e-01,-0.122053
8.7880e-01,-0.122677
8.7920e-01,-0.123177
8.7960e-01,-0.123102
8.8000e-01,-0.122609
8.8040e-01,-0.122798
8.8080e-01,-0.121564
8.8120e-01,-0.122141
8.8160e-01,-0.121869
8.8200e-01,-0.122367
8.8240e-01,-0.122473
8.8280e-01,-0.121602
8.8320e-01,-0.122625
8.8360e-01,-0.12218
8.8400e-01,-0.122808
8.8440e-01,-0.12255
8.8480e-01,-0.122227
8.8520e-01,-0.122042
8.8560e-01,-0.122367
8.8600e-01,-0.122455
8.8640e-01,-0.122364
8.8680e-01,-0.121888
8.8720e-01,-0.121827
8.8760e-01,-0.122663
8.8800e-01,-0.122236
8.8840e-01,-0.121739
8.8880e-01,-0.122189
